Question,Segment Type,Segment Description,Answer,Count,Percentage
Does it annoy you when popular social media accounts endorse products or services?,University,University of Oklahoma,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Oklahoma,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Tennessee at Chattanooga,"Yes, very much so",2,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Tennessee at Chattanooga,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Tennessee at Chattanooga,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Virginia Tech,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Virginia Tech,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Virginia Tech,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Case Western Reserve University,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Case Western Reserve University,Somewhat,2,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Case Western Reserve University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,UMass Boston,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,UMass Boston,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,UMass Boston,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Oregon,"Yes, very much so",2,0.667
Does it annoy you when popular social media accounts endorse products or services?,University,University of Oregon,Somewhat,1,0.333
Does it annoy you when popular social media accounts endorse products or services?,University,University of Oregon,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Central Oklahoma,"Yes, very much so",2,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Central Oklahoma,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Central Oklahoma,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina,"Yes, very much so",18,0.429
Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina,Somewhat,18,0.429
Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina,"No, it's whatever",6,0.143
Does it annoy you when popular social media accounts endorse products or services?,University,Sacramento State University,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Sacramento State University,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Sacramento State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Toronto,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Toronto,Somewhat,1,1.0
